"success","trial_type","trial_index","time_elapsed","internal_node_id","group_index","rt","stimulus","response","trial_id","trial_duration","view_history","page_index","exp_stage","block_num","stimulus_duration","condition","stim_color","stim_word","correct_response","choices","correct_trial","ITIParams","attention_check_question","timing_post_trial","exp_id"
"","html-keyboard-response","118","126344","0.0-3.0-80.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","119","127845","0.0-3.0-81.0","","455","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>","/","test_trial","1500","","","test","0","1000","congruent","green","green","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","120","128445","0.0-3.0-82.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","599.5724031845787","","","test","0","599.5724031845787","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","121","128946","0.0-3.0-83.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","122","130447","0.0-3.0-84.0","","893","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>","/","test_trial","1500","","","test","0","1000","congruent","green","green","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","123","130610","0.0-3.0-85.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","162.72072979023667","","","test","0","162.72072979023667","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","124","131112","0.0-3.0-86.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","125","132613","0.0-3.0-87.0","","680","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>",",","test_trial","1500","","","test","0","1000","congruent","red","red",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","126","132914","0.0-3.0-88.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","299.9462751815275","","","test","0","299.9462751815275","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","127","133415","0.0-3.0-89.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","128","134917","0.0-3.0-90.0","","689","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">blue</div></div>",".","test_trial","1500","","","test","0","1000","congruent","blue","blue",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","129","134957","0.0-3.0-91.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","40.506097830133726","","","test","0","40.506097830133726","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","130","135458","0.0-3.0-92.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","131","136959","0.0-3.0-93.0","","683","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">blue</div></div>",",","test_trial","1500","","","test","0","1000","incongruent","red","blue",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","132","137213","0.0-3.0-94.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","252.11141181628216","","","test","0","252.11141181628216","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","133","137714","0.0-3.0-95.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","134","139215","0.0-3.0-96.0","","610","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">green</div></div>",".","test_trial","1500","","","test","0","1000","incongruent","blue","green",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","135","140740","0.0-3.0-97.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1524.5192505136056","","","test","0","1524.5192505136056","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","136","141241","0.0-3.0-98.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","137","142743","0.0-3.0-99.0","","623","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>",",","test_trial","1500","","","test","0","1000","congruent","red","red",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","138","144386","0.0-3.0-100.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1642.9584777118814","","","test","0","1642.9584777118814","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","139","144888","0.0-3.0-101.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","140","146390","0.0-3.0-102.0","","null","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>","null","test_trial","1500","","","test","0","1000","congruent","red","red",",","["","",""."",""/""]","0","","","",""
"","html-keyboard-response","141","146658","0.0-3.0-103.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","266.36191444907274","","","test","0","266.36191444907274","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","142","147160","0.0-3.0-104.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","143","148661","0.0-3.0-105.0","","817","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">red</div></div>",".","test_trial","1500","","","test","0","1000","incongruent","blue","red",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","144","149906","0.0-3.0-106.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1244.9990478434117","","","test","0","1244.9990478434117","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","145","150407","0.0-3.0-107.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","146","151909","0.0-3.0-108.0","","601","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>",",","test_trial","1500","","","test","0","1000","congruent","red","red",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","147","152527","0.0-3.0-109.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","616.5042540017854","","","test","0","616.5042540017854","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","148","153029","0.0-3.0-110.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","149","154531","0.0-3.0-111.0","","674","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">blue</div></div>",".","test_trial","1500","","","test","0","1000","congruent","blue","blue",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","150","154693","0.0-3.0-112.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","160.86303938233675","","","test","0","160.86303938233675","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","151","155194","0.0-3.0-113.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","152","156696","0.0-3.0-114.0","","650","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">blue</div></div>",",","test_trial","1500","","","test","0","1000","incongruent","red","blue",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","153","157578","0.0-3.0-115.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","881.9262238984242","","","test","0","881.9262238984242","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","154","158079","0.0-3.0-116.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","155","159581","0.0-3.0-117.0","","809","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">green</div></div>",",","test_trial","1500","","","test","0","1000","incongruent","red","green",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","156","159710","0.0-3.0-118.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","127.04525188445784","","","test","0","127.04525188445784","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","157","160211","0.0-3.0-119.0","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","0","500","","","","","","","","","",""
"","html-keyboard-response","158","161713","0.0-3.0-120.0","","696","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">green</div></div>",".","test_trial","1500","","","test","0","1000","incongruent","blue","green",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","159","162194","0.0-3.0-121.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","479.29454528806093","","","test","0","479.29454528806093","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","160","164232","0.0-3.1-0.1","","2032","<div class=""bigbox""><div class=""picture_box""><p class=""block-text""><div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 30 seconds.</p><p class=block-text>You have completed 1 out of 3 blocks of trials.</p><p class=block-text>Press <i>enter</i> to continue.</p></div></p></div></div>","enter","test_feedback","30000","","","test","1","","","","","","","","","","",""
"","html-keyboard-response","161","166258","0.0-3.1-1.1-0.1","","2025","","q","test_attention_check","15000","","","test","1","","","","","q","","1","","<p class='block-text'>Press the q key</p> <div class=block-text>This screen will advance automatically in 15 seconds. Do not press shift.</div>","200",""
"","html-keyboard-response","162","166759","0.0-3.1-2.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","163","168259","0.0-3.1-3.1","","648","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">green</div></div>",",","test_trial","1500","","","test","1","1000","incongruent","red","green",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","164","168415","0.0-3.1-4.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","155.2234621050308","","","test","1","155.2234621050308","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","165","168917","0.0-3.1-5.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","166","170417","0.0-3.1-6.1","","1161","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">green</div></div>",",","test_trial","1500","","","test","1","1000","incongruent","red","green",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","167","170794","0.0-3.1-7.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","375.65790472694584","","","test","1","375.65790472694584","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","168","171295","0.0-3.1-8.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","169","172798","0.0-3.1-9.1","","700","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>","/","test_trial","1500","","","test","1","1000","congruent","green","green","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","170","172829","0.0-3.1-10.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","29.455288526853803","","","test","1","29.455288526853803","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","171","173330","0.0-3.1-11.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","172","174832","0.0-3.1-12.1","","757","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">blue</div></div>",".","test_trial","1500","","","test","1","1000","congruent","blue","blue",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","173","176170","0.0-3.1-13.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1337.4557466742997","","","test","1","1337.4557466742997","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","174","176671","0.0-3.1-14.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","175","178173","0.0-3.1-15.1","","600","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">blue</div></div>","/","test_trial","1500","","","test","1","1000","incongruent","green","blue","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","176","178218","0.0-3.1-16.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","43.755381926226","","","test","1","43.755381926226","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","177","178720","0.0-3.1-17.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","178","180221","0.0-3.1-18.1","","557","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">green</div></div>",",","test_trial","1500","","","test","1","1000","incongruent","red","green",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","179","180311","0.0-3.1-19.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","89.79048542523505","","","test","1","89.79048542523505","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","180","180813","0.0-3.1-20.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","181","182315","0.0-3.1-21.1","","467","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">blue</div></div>",".","test_trial","1500","","","test","1","1000","congruent","blue","blue",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","182","182575","0.0-3.1-22.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","259.6747871160227","","","test","1","259.6747871160227","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","183","183076","0.0-3.1-23.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","184","184578","0.0-3.1-24.1","","512","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>",",","test_trial","1500","","","test","1","1000","congruent","red","red",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","185","184951","0.0-3.1-25.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","372.0309880929157","","","test","1","372.0309880929157","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","186","185451","0.0-3.1-26.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","187","186953","0.0-3.1-27.1","","null","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>","null","test_trial","1500","","","test","1","1000","congruent","red","red",",","["","",""."",""/""]","0","","","",""
"","html-keyboard-response","188","188791","0.0-3.1-28.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1835.3702359707074","","","test","1","1835.3702359707074","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","189","189292","0.0-3.1-29.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","190","190793","0.0-3.1-30.1","","786","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>","/","test_trial","1500","","","test","1","1000","congruent","green","green","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","191","193517","0.0-3.1-31.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","2722.059620716215","","","test","1","2722.059620716215","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","192","194017","0.0-3.1-32.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","193","195519","0.0-3.1-33.1","","1348","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">blue</div></div>","/","test_trial","1500","","","test","1","1000","incongruent","green","blue","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","194","195690","0.0-3.1-34.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","170.17479544270986","","","test","1","170.17479544270986","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","195","196192","0.0-3.1-35.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","196","197693","0.0-3.1-36.1","","794","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">green</div></div>",",","test_trial","1500","","","test","1","1000","incongruent","red","green",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","197","198719","0.0-3.1-37.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1025.537633741451","","","test","1","1025.537633741451","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","198","199221","0.0-3.1-38.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","199","200723","0.0-3.1-39.1","","716","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>","/","test_trial","1500","","","test","1","1000","congruent","green","green","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","200","200799","0.0-3.1-40.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","74.99088392601098","","","test","1","74.99088392601098","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","201","201301","0.0-3.1-41.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","202","202803","0.0-3.1-42.1","","850","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">green</div></div>",".","test_trial","1500","","","test","1","1000","incongruent","blue","green",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","203","202840","0.0-3.1-43.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","34.7184071417492","","","test","1","34.7184071417492","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","204","203341","0.0-3.1-44.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","205","204843","0.0-3.1-45.1","","680","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">red</div></div>","/","test_trial","1500","","","test","1","1000","incongruent","green","red","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","206","204863","0.0-3.1-46.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","20.320018904981477","","","test","1","20.320018904981477","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","207","205364","0.0-3.1-47.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","208","206864","0.0-3.1-48.1","","729","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">red</div></div>",".","test_trial","1500","","","test","1","1000","incongruent","blue","red",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","209","206985","0.0-3.1-49.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","118.58691211544904","","","test","1","118.58691211544904","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","210","207487","0.0-3.1-50.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","211","208988","0.0-3.1-51.1","","567","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">blue</div></div>",".","test_trial","1500","","","test","1","1000","congruent","blue","blue",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","212","209997","0.0-3.1-52.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1007.4678186567503","","","test","1","1007.4678186567503","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","213","210498","0.0-3.1-53.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","214","211999","0.0-3.1-54.1","","532","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">red</div></div>",".","test_trial","1500","","","test","1","1000","incongruent","blue","red",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","215","212454","0.0-3.1-55.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","452.81928715833345","","","test","1","452.81928715833345","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","216","212955","0.0-3.1-56.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","217","214457","0.0-3.1-57.1","","590","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">red</div></div>","/","test_trial","1500","","","test","1","1000","incongruent","green","red","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","218","214652","0.0-3.1-58.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","193.30937169777823","","","test","1","193.30937169777823","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","219","215154","0.0-3.1-59.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","220","216655","0.0-3.1-60.1","","564","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">green</div></div>",",","test_trial","1500","","","test","1","1000","incongruent","red","green",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","221","216947","0.0-3.1-61.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","289.2651092294664","","","test","1","289.2651092294664","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","222","217448","0.0-3.1-62.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","223","218950","0.0-3.1-63.1","","528","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>","/","test_trial","1500","","","test","1","1000","congruent","green","green","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","224","219394","0.0-3.1-64.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","442.02059975141594","","","test","1","442.02059975141594","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","225","219896","0.0-3.1-65.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","226","221397","0.0-3.1-66.1","","494","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>","/","test_trial","1500","","","test","1","1000","congruent","green","green","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","227","223093","0.0-3.1-67.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1694.3299581814438","","","test","1","1694.3299581814438","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","228","223595","0.0-3.1-68.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","229","225096","0.0-3.1-69.1","","855","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">red</div></div>",".","test_trial","1500","","","test","1","1000","incongruent","blue","red",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","230","225282","0.0-3.1-70.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","184.93369678300888","","","test","1","184.93369678300888","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","231","225784","0.0-3.1-71.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","232","227286","0.0-3.1-72.1","","831","<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>",",","test_trial","1500","","","test","1","1000","congruent","red","red",",","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","233","228008","0.0-3.1-73.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","721.1899907093273","","","test","1","721.1899907093273","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","234","228510","0.0-3.1-74.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","235","230012","0.0-3.1-75.1","","717","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">green</div></div>",".","test_trial","1500","","","test","1","1000","incongruent","blue","green",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","236","230127","0.0-3.1-76.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","114.75150235707407","","","test","1","114.75150235707407","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","237","230627","0.0-3.1-77.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","238","232129","0.0-3.1-78.1","","1041","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>","/","test_trial","1500","","","test","1","1000","congruent","green","green","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","239","232349","0.0-3.1-79.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","220.7552029308133","","","test","1","220.7552029308133","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","240","232851","0.0-3.1-80.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","241","234353","0.0-3.1-81.1","","766","<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">blue</div></div>",".","test_trial","1500","","","test","1","1000","congruent","blue","blue",".","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","242","234443","0.0-3.1-82.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","89.37466453593433","","","test","1","89.37466453593433","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","243","234945","0.0-3.1-83.1","","null","<div class=""centerbox""><div class=""fixation"">+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","",""
"","html-keyboard-response","244","236446","0.0-3.1-84.1","","689","<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">red</div></div>","/","test_trial","1500","","","test","1","1000","incongruent","green","red","/","["","",""."",""/""]","1","","","",""
"","html-keyboard-response","245","237111","0.0-3.1-85.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","663.6866774636401","","","test","1","663.6866774636401","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
